id,cuisine
3133,british
35903,indian
3137,mexican
35908,mexican
35910,italian
35911,southern_us
35914,italian
35918,mexican
3151,chinese
3152,mexican
35922,mexican
38755,italian
35928,russian
35929,mexican
33295,chinese
35932,mexican
3165,italian
35936,vietnamese
16912,mexican
35941,japanese
3175,mexican
35947,mexican
35954,italian
35958,british
35960,italian
35961,italian
35964,southern_us
35968,chinese
3202,southern_us
3203,mexican
3205,italian
3207,chinese
3209,cajun_creole
35983,italian
35984,indian
35986,greek
35987,mexican
3220,moroccan
35989,indian
3222,italian
35991,italian
3225,indian
35996,indian
33306,greek
3237,italian
3240,mexican
36009,southern_us
3244,italian
36015,japanese
3249,indian
3251,moroccan
36020,cajun_creole
49694,french
36024,thai
36028,southern_us
36029,french
3263,thai
36033,southern_us
36036,italian
3269,italian
36040,italian
3274,spanish
3281,greek
3282,mexican
3284,italian
36059,mexican
3292,italian
3296,southern_us
36066,greek
36070,greek
3309,french
36078,italian
6013,thai
36081,thai
3315,italian
36085,southern_us
36086,thai
49705,italian
3321,indian
3322,thai
3323,british
3324,japanese
3329,japanese
3330,southern_us
36099,southern_us
36104,italian
36111,cajun_creole
36113,japanese
36114,korean
3350,vietnamese
3352,british
36125,italian
3358,mexican
3363,southern_us
3369,korean
36140,russian
36144,irish
36146,mexican
3387,british
38794,mexican
3390,greek
36159,moroccan
36160,italian
3397,southern_us
3401,moroccan
3402,french
3403,moroccan
3404,indian
36182,french
36185,chinese
36187,italian
36191,mexican
36192,french
36194,indian
36195,italian
3429,thai
36198,filipino
36201,french
3434,mexican
36205,japanese
33341,spanish
3444,french
36218,mexican
36219,indian
36220,italian
36222,filipino
3460,french
3461,southern_us
3462,mexican
3463,jamaican
36237,moroccan
3470,thai
36239,french
36245,mexican
36249,jamaican
36250,filipino
3483,southern_us
3489,italian
36259,indian
3495,mexican
36264,mexican
36267,italian
3502,chinese
36272,thai
3506,italian
3514,italian
36283,mexican
36287,brazilian
38817,spanish
3528,cajun_creole
3529,thai
36298,southern_us
3532,italian
3533,southern_us
36302,british
3537,mexican
36307,thai
3541,mexican
3545,korean
36315,irish
36320,southern_us
3554,thai
3557,southern_us
3558,french
3560,mexican
3561,british
36335,french
36339,italian
36340,chinese
36343,indian
36347,japanese
3580,italian
3583,spanish
36353,italian
36354,japanese
36361,greek
3596,chinese
36366,french
36367,thai
3600,korean
36373,thai
3610,cajun_creole
3619,mexican
36390,southern_us
3630,french
36401,mexican
3635,southern_us
36407,italian
33375,italian
36415,indian
36418,korean
3652,british
36422,vietnamese
36425,southern_us
36427,mexican
610,vietnamese
36430,italian
3667,mexican
36438,italian
3677,mexican
36457,japanese
11538,thai
36462,indian
36463,thai
36470,irish
3703,italian
36483,filipino
36484,indian
36491,italian
3725,mexican
3726,brazilian
36496,indian
3729,italian
36500,chinese
3734,italian
3737,italian
3738,french
3739,filipino
44314,mexican
3742,southern_us
3743,irish
36512,mexican
36513,thai
3753,french
3755,mexican
3761,italian
3762,mexican
3764,spanish
36539,indian
36541,french
36543,russian
36550,greek
3785,indian
36558,japanese
38861,thai
3792,southern_us
36562,mexican
3797,thai
36568,italian
36577,italian
36584,mexican
36585,italian
3818,moroccan
36588,irish
36589,italian
36591,indian
36593,french
36594,indian
3830,mexican
36600,southern_us
3835,mexican
36605,indian
3838,cajun_creole
36607,italian
3844,greek
3846,southern_us
3847,italian
36621,italian
36622,italian
3856,italian
36625,italian
36627,filipino
36628,moroccan
44334,southern_us
36631,southern_us
36634,mexican
36635,mexican
3870,spanish
36642,southern_us
3875,greek
36644,mexican
38876,southern_us
36653,italian
3886,italian
36655,chinese
3889,italian
3892,italian
3893,southern_us
3895,southern_us
3897,italian
3903,italian
3909,indian
36678,italian
3911,mexican
3912,italian
36681,indian
36687,french
36691,moroccan
3924,italian
3927,southern_us
3928,italian
3930,southern_us
3932,mexican
3935,chinese
36704,mexican
3938,mexican
3943,southern_us
36713,mexican
36714,chinese
36715,indian
36720,chinese
3954,mexican
36723,italian
36724,southern_us
36725,mexican
44868,italian
3963,southern_us
36732,japanese
3965,mexican
3969,indian
3970,french
36740,mexican
36741,italian
36743,korean
36744,mexican
36746,vietnamese
36747,southern_us
5588,southern_us
3985,indian
3987,southern_us
36756,indian
36758,french
44356,southern_us
38895,moroccan
36764,korean
4000,mexican
38896,indian
36772,italian
4006,russian
4008,mexican
36779,chinese
36782,southern_us
4016,british
4019,british
4020,cajun_creole
36789,italian
36791,thai
4024,british
36795,french
4029,vietnamese
4032,mexican
4033,french
4034,southern_us
4039,greek
36811,italian
36812,italian
36813,mexican
36815,mexican
4049,mexican
4052,southern_us
4053,italian
36822,indian
4056,mexican
33444,italian
44367,mexican
36829,filipino
36830,italian
36832,japanese
11811,greek
4072,southern_us
679,japanese
36846,mexican
36847,mexican
36851,mexican
4085,indian
36855,mexican
4090,mexican
4092,chinese
4093,mexican
4097,italian
4099,vietnamese
36869,southern_us
4102,spanish
4103,southern_us
36873,italian
36876,mexican
4112,italian
36881,italian
4117,chinese
36886,southern_us
36889,italian
36891,italian
4125,mexican
4128,southern_us
4136,indian
4139,southern_us
4143,mexican
4144,indian
36914,mexican
36916,japanese
36917,japanese
4150,southern_us
36920,indian
4154,mexican
36923,southern_us
4160,southern_us
4162,mexican
36932,cajun_creole
36933,chinese
4167,vietnamese
36937,filipino
4171,korean
4172,chinese
4175,mexican
4179,mexican
36948,indian
36951,brazilian
4184,moroccan
36954,italian
4188,southern_us
4190,southern_us
36961,filipino
36968,mexican
36969,vietnamese
7011,greek
4209,italian
36981,french
36983,italian
36988,italian
4222,mexican
36993,mexican
36995,irish
4231,italian
4233,italian
4234,italian
4236,french
4237,cajun_creole
4238,french
37007,italian
37008,italian
4244,mexican
37013,indian
4247,jamaican
4251,indian
37020,indian
4253,italian
4255,mexican
37025,italian
37029,italian
37035,italian
4271,indian
4272,cajun_creole
4276,spanish
37046,moroccan
4279,mexican
4280,mexican
37054,indian
37056,japanese
37058,southern_us
4293,mexican
4294,cajun_creole
33484,italian
4301,indian
4302,italian
37071,chinese
4305,southern_us
4306,british
4311,chinese
4312,italian
4316,southern_us
37086,italian
4319,spanish
4320,italian
4322,indian
4328,vietnamese
37102,italian
4336,southern_us
37105,mexican
4338,mexican
37110,mexican
33493,japanese
4353,chinese
37123,italian
37124,mexican
37125,italian
37128,mexican
4363,southern_us
37133,italian
33496,chinese
37138,southern_us
37141,southern_us
37143,filipino
4377,korean
37147,italian
4381,chinese
37150,russian
37152,southern_us
4385,french
4386,southern_us
4387,mexican
4388,british
33500,italian
4398,southern_us
4401,italian
4402,spanish
4408,southern_us
4410,mexican
4412,korean
4416,italian
37189,vietnamese
4428,mexican
37197,thai
4430,southern_us
37199,brazilian
37204,mexican
37207,italian
37208,indian
4446,japanese
37216,cajun_creole
4450,chinese
4452,mexican
4453,mexican
37227,italian
4461,southern_us
37232,southern_us
4465,italian
4466,southern_us
37243,cajun_creole
37244,italian
37245,thai
4478,french
4481,indian
41612,mexican
37251,french
4484,UNKNOWN
37253,moroccan
37256,indian
37257,vietnamese
4491,moroccan
37262,filipino
4501,indian
4506,russian
37277,mexican
4510,thai
37279,french
4514,vietnamese
11675,japanese
4516,cajun_creole
37285,mexican
37287,UNKNOWN
4522,southern_us
37297,italian
4534,french
37305,thai
37307,mexican
4540,greek
4543,italian
4545,mexican
4546,thai
4547,mexican
4550,italian
4553,mexican
4554,indian
37326,italian
37328,southern_us
4561,mexican
4562,brazilian
37331,italian
4571,italian
4572,british
37341,indian
6224,greek
37348,southern_us
37350,mexican
4583,thai
4586,moroccan
37356,italian
4591,indian
4594,italian
4595,indian
37365,mexican
37372,chinese
4608,indian
37378,italian
37380,greek
4616,mexican
37385,chinese
4623,french
37395,italian
37396,chinese
4633,british
37408,southern_us
4641,southern_us
4642,french
4643,greek
37412,cajun_creole
4651,mexican
6237,korean
4657,chinese
4658,british
4661,indian
4662,chinese
33545,southern_us
37436,mexican
4669,french
4673,italian
4675,chinese
4679,italian
4683,italian
4685,vietnamese
4686,italian
4693,mexican
37462,italian
37463,filipino
4699,mexican
4700,mexican
37469,italian
37470,southern_us
4703,southern_us
37475,japanese
37476,chinese
37481,indian
37488,mexican
4721,southern_us
37493,italian
4727,italian
4732,southern_us
37503,mexican
37504,french
37505,mexican
37511,southern_us
37521,vietnamese
4754,thai
37526,southern_us
4763,italian
4767,mexican
4768,mexican
4777,italian
37549,spanish
4783,southern_us
37552,korean
4791,mexican
4794,japanese
37563,french
4797,indian
4798,mexican
37569,italian
37570,southern_us
4804,italian
4808,mexican
4809,italian
4811,chinese
37581,italian
37582,italian
4815,mexican
37584,irish
4819,irish
37589,italian
4823,indian
37592,italian
37598,indian
4831,korean
37601,southern_us
4834,italian
37605,italian
4838,italian
37610,italian
4847,italian
37617,indian
37618,indian
39038,italian
4855,italian
4856,italian
37626,greek
4862,southern_us
37631,brazilian
4864,japanese
4870,japanese
37642,mexican
4875,southern_us
4877,mexican
37649,japanese
37652,vietnamese
37654,italian
4887,southern_us
37657,spanish
37666,southern_us
37668,indian
33585,italian
4904,mexican
37673,mexican
4907,indian
37689,japanese
37690,italian
4924,greek
4925,italian
4928,italian
4933,indian
4936,russian
37706,french
4946,korean
4948,indian
37717,mexican
37718,mexican
37722,mexican
37723,french
4956,mexican
4961,greek
37731,italian
37733,chinese
4966,mexican
4968,indian
4972,greek
37741,thai
4974,japanese
37746,mexican
37751,southern_us
4987,italian
4992,mexican
4994,indian
37764,cajun_creole
37765,indian
37769,italian
37771,vietnamese
37772,italian
37774,korean
5008,mexican
5010,french
5012,italian
5016,japanese
5022,filipino
37791,brazilian
5024,southern_us
5026,mexican
37800,greek
37801,jamaican
5034,mexican
37803,italian
5037,southern_us
37806,indian
37811,greek
37812,italian
5045,italian
37815,mexican
5049,italian
5051,italian
5053,italian
5056,mexican
37825,italian
5059,mexican
37829,mexican
5063,korean
5072,italian
5076,korean
846,italian
5079,southern_us
5088,vietnamese
37858,indian
37860,chinese
37861,mexican
5094,italian
37865,filipino
37867,mexican
5105,italian
37876,mexican
5110,french
37880,indian
5113,italian
5114,mexican
5115,indian
37886,vietnamese
37887,french
37888,thai
37891,french
5126,indian
5127,japanese
37897,british
37899,greek
5134,mexican
5137,italian
37906,irish
5141,indian
5148,korean
5150,southern_us
5155,filipino
37925,japanese
37928,vietnamese
37930,greek
37933,italian
37934,moroccan
5169,chinese
5172,italian
37942,italian
37943,chinese
5176,french
37946,italian
5181,mexican
5182,italian
5183,chinese
37952,chinese
37953,chinese
37954,chinese
5188,italian
37960,italian
37961,japanese
5195,vietnamese
5203,french
37972,korean
37973,irish
6330,mexican
5218,italian
5219,indian
37990,southern_us
5226,mexican
871,mexican
37996,irish
5231,italian
5234,french
38004,mexican
5238,italian
5239,chinese
38014,indian
5247,southern_us
5248,italian
38018,italian
5252,cajun_creole
5255,mexican
38025,southern_us
5261,filipino
38031,cajun_creole
5264,indian
5265,italian
5266,italian
5268,italian
38038,chinese
38042,indian
38047,mexican
5285,mexican
5288,southern_us
38058,mexican
5293,mexican
5295,filipino
38064,chinese
883,indian
38068,italian
38069,british
5305,chinese
5306,indian
5308,cajun_creole
5309,italian
5311,french
5313,southern_us
38085,vietnamese
5318,greek
11809,greek
38089,french
5326,mexican
5327,mexican
5331,french
38107,indian
5341,southern_us
5345,italian
5349,spanish
5350,vietnamese
5352,mexican
38122,italian
5355,southern_us
38126,thai
38130,greek
5363,italian
38134,mexican
5367,southern_us
38136,italian
38137,indian
5370,jamaican
5372,french
5386,filipino
38157,mexican
38159,indian
38161,chinese
5398,greek
5400,mexican
38170,mexican
38180,indian
38186,italian
38188,mexican
5428,indian
38197,italian
38200,chinese
5434,southern_us
39135,italian
38205,cajun_creole
38206,southern_us
5443,italian
38216,greek
38218,southern_us
38221,indian
5454,moroccan
38223,mexican
5456,southern_us
5457,indian
38228,cajun_creole
5464,italian
38234,southern_us
38237,southern_us
38240,southern_us
38241,mexican
5476,italian
38247,southern_us
38249,italian
5482,southern_us
5484,southern_us
38253,chinese
5486,southern_us
38257,moroccan
5491,italian
5497,korean
38267,italian
38270,southern_us
5503,chinese
38272,mexican
38273,vietnamese
38275,italian
38277,french
5512,southern_us
919,italian
5516,southern_us
38290,indian
38293,italian
5526,filipino
38298,italian
5531,chinese
5535,southern_us
5536,italian
5539,chinese
5540,brazilian
38311,thai
5545,chinese
38314,chinese
38318,cajun_creole
5551,mexican
5556,italian
5558,french
5560,indian
38332,italian
38333,mexican
38337,italian
5570,italian
38339,japanese
5582,southern_us
38356,southern_us
5591,moroccan
5592,italian
5594,french
5596,jamaican
38366,southern_us
38368,chinese
38369,filipino
38373,mexican
38377,russian
5612,southern_us
